station,station_name,lat,lon,day,doy,high,low,precip,snow
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/2/15 12:00 AM,183,73,54,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/2/15 12:00 AM,183,77,58,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/2/15 12:00 AM,183,77,58,0.04,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/3/15 12:00 AM,184,73,51,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/3/15 12:00 AM,184,70,53,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/3/15 12:00 AM,184,70,57,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/3/15 12:00 AM,184,71,50,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/3/15 12:00 AM,184,70,56,0.11,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/3/15 12:00 AM,184,72,54,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/3/15 12:00 AM,184,68,53,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/3/15 12:00 AM,184,72,52,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/3/15 12:00 AM,184,72,59,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/4/15 12:00 AM,185,78,56,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/4/15 12:00 AM,185,77,55,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/4/15 12:00 AM,185,77,56,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/4/15 12:00 AM,185,78,54,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/4/15 12:00 AM,185,77,53,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/4/15 12:00 AM,185,77,55,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/4/15 12:00 AM,185,78,54,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/4/15 12:00 AM,185,77,53,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/4/15 12:00 AM,185,77,55,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/5/15 12:00 AM,186,80,58,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/5/15 12:00 AM,186,81,59,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/5/15 12:00 AM,186,81,57,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/5/15 12:00 AM,186,81,59,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/5/15 12:00 AM,186,81,60,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/5/15 12:00 AM,186,81,58,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/5/15 12:00 AM,186,81,57,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/5/15 12:00 AM,186,80,59,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/5/15 12:00 AM,186,80,58,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/6/15 12:00 AM,187,87,65,0.62,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/6/15 12:00 AM,187,88,68,0.11,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/6/15 12:00 AM,187,86,67,0.7,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/6/15 12:00 AM,187,83,64,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/6/15 12:00 AM,187,85,66,0.08,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/6/15 12:00 AM,187,82,63,0.03,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/6/15 12:00 AM,187,84,65,0.7,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/6/15 12:00 AM,187,84,64,0.35,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/6/15 12:00 AM,187,85,65,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/7/15 12:00 AM,188,83,61,1.5,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/7/15 12:00 AM,188,78,54,0.35,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/7/15 12:00 AM,188,79,57,0.72,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/7/15 12:00 AM,188,74,49,0.14,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/7/15 12:00 AM,188,80,58,1.22,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/7/15 12:00 AM,188,75,51,0.17,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/7/15 12:00 AM,188,78,55,0.51,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/7/15 12:00 AM,188,78,54,0.58,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/7/15 12:00 AM,188,77,51,0.23,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/8/15 12:00 AM,189,70,53,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/8/15 12:00 AM,189,68,50,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/8/15 12:00 AM,189,74,59,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/8/15 12:00 AM,189,70,50,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/8/15 12:00 AM,189,69,50,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/8/15 12:00 AM,189,72,55,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/8/15 12:00 AM,189,71,57,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/8/15 12:00 AM,189,70,50,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/8/15 12:00 AM,189,72,53,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/9/15 12:00 AM,190,68,55,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/9/15 12:00 AM,190,74,55,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/9/15 12:00 AM,190,63,56,0.06,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/9/15 12:00 AM,190,71,52,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/9/15 12:00 AM,190,71,54,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/9/15 12:00 AM,190,72,54,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/9/15 12:00 AM,190,74,54,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/9/15 12:00 AM,190,67,55,0.02,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/9/15 12:00 AM,190,74,53,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/10/15 12:00 AM,191,78,57,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/10/15 12:00 AM,191,80,59,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/10/15 12:00 AM,191,79,58,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/10/15 12:00 AM,191,81,59,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/10/15 12:00 AM,191,77,58,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/10/15 12:00 AM,191,80,59,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/10/15 12:00 AM,191,77,57,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/10/15 12:00 AM,191,77,56,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/10/15 12:00 AM,191,79,58,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/11/15 12:00 AM,192,81,62,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/11/15 12:00 AM,192,81,63,0.03,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/11/15 12:00 AM,192,80,63,0.2,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/11/15 12:00 AM,192,79,63,0.56,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/11/15 12:00 AM,192,80,62,0.15,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/11/15 12:00 AM,192,80,62,0.56,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/11/15 12:00 AM,192,80,60,0.03,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/11/15 12:00 AM,192,79,62,1.25,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/11/15 12:00 AM,192,81,59,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/12/15 12:00 AM,193,78,66,0.3,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/12/15 12:00 AM,193,86,68,0.08,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/12/15 12:00 AM,193,82,68,0.23,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/12/15 12:00 AM,193,86,68,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/12/15 12:00 AM,193,82,67,0.02,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/12/15 12:00 AM,193,83,68,1.05,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/12/15 12:00 AM,193,85,68,0.66,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/12/15 12:00 AM,193,78,65,0.06,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/12/15 12:00 AM,193,88,69,0.09,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/13/15 12:00 AM,194,90,72,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/13/15 12:00 AM,194,86,69,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/13/15 12:00 AM,194,90,72,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/13/15 12:00 AM,194,91,73,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/13/15 12:00 AM,194,91,75,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/13/15 12:00 AM,194,84,66,0.09,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/13/15 12:00 AM,194,92,74,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/13/15 12:00 AM,194,92,71,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/13/15 12:00 AM,194,88,69,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/14/15 12:00 AM,195,90,66,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/14/15 12:00 AM,195,93,71,0.07,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/14/15 12:00 AM,195,91,66,0.05,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/14/15 12:00 AM,195,93,69,0.04,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/14/15 12:00 AM,195,91,67,0.01,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/14/15 12:00 AM,195,92,71,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/14/15 12:00 AM,195,91,69,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/14/15 12:00 AM,195,91,69,0.07,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/14/15 12:00 AM,195,92,69,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/15/15 12:00 AM,196,88,68,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/15/15 12:00 AM,196,85,63,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/15/15 12:00 AM,196,90,70,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/15/15 12:00 AM,196,85,63,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/15/15 12:00 AM,196,86,66,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/15/15 12:00 AM,196,83,61,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/15/15 12:00 AM,196,88,66,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/15/15 12:00 AM,196,89,68,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/15/15 12:00 AM,196,88,67,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/16/15 12:00 AM,197,79,67,0.84,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/16/15 12:00 AM,197,78,69,2.12,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/16/15 12:00 AM,197,77,63,0.24,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/16/15 12:00 AM,197,79,67,0.75,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/16/15 12:00 AM,197,76,62,0.1,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/16/15 12:00 AM,197,75,68,1.04,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/16/15 12:00 AM,197,80,69,1.79,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/16/15 12:00 AM,197,78,66,0.54,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/16/15 12:00 AM,197,81,67,0.96,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/17/15 12:00 AM,198,85,68,0.94,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/17/15 12:00 AM,198,81,66,0.39,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/17/15 12:00 AM,198,85,65,0.04,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/17/15 12:00 AM,198,88,69,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/17/15 12:00 AM,198,85,67,0.15,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/17/15 12:00 AM,198,83,68,0.12,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/17/15 12:00 AM,198,78,64,0.3,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/17/15 12:00 AM,198,87,69,0.3,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/17/15 12:00 AM,198,75,63,0.26,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/18/15 12:00 AM,199,93,72,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/18/15 12:00 AM,199,93,74,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/18/15 12:00 AM,199,93,71,0.02,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/18/15 12:00 AM,199,91,68,0.11,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/18/15 12:00 AM,199,92,71,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/18/15 12:00 AM,199,93,74,0.02,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/18/15 12:00 AM,199,91,67,0.17,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/18/15 12:00 AM,199,91,68,0.06,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/18/15 12:00 AM,199,91,69,0.03,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/19/15 12:00 AM,200,89,72,0.06,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/19/15 12:00 AM,200,88,70,0.03,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/19/15 12:00 AM,200,88,65,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/19/15 12:00 AM,200,87,69,0.03,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/19/15 12:00 AM,200,89,63,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/19/15 12:00 AM,200,87,60,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/19/15 12:00 AM,200,86,64,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/19/15 12:00 AM,200,87,61,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/19/15 12:00 AM,200,89,69,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/20/15 12:00 AM,201,83,65,0.03,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/20/15 12:00 AM,201,83,68,0.07,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/20/15 12:00 AM,201,84,65,0.14,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/20/15 12:00 AM,201,84,64,0.15,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/20/15 12:00 AM,201,83,63,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/20/15 12:00 AM,201,83,66,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/20/15 12:00 AM,201,82,67,0.27,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/20/15 12:00 AM,201,81,63,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/20/15 12:00 AM,201,82,67,0.14,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/21/15 12:00 AM,202,84,60,0.19,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/21/15 12:00 AM,202,82,55,0.12,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/21/15 12:00 AM,202,83,57,0.06,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/21/15 12:00 AM,202,84,59,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/21/15 12:00 AM,202,82,57,0.19,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/21/15 12:00 AM,202,84,59,0.09,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/21/15 12:00 AM,202,83,59,0.03,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/21/15 12:00 AM,202,81,55,0.09,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/21/15 12:00 AM,202,81,54,0.03,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/22/15 12:00 AM,203,79,59,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/22/15 12:00 AM,203,80,58,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/22/15 12:00 AM,203,80,57,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/22/15 12:00 AM,203,79,57,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/22/15 12:00 AM,203,79,55,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/22/15 12:00 AM,203,79,56,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/22/15 12:00 AM,203,80,59,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/22/15 12:00 AM,203,79,57,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/22/15 12:00 AM,203,79,57,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/23/15 12:00 AM,204,77,59,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/23/15 12:00 AM,204,81,58,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/23/15 12:00 AM,204,81,57,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/23/15 12:00 AM,204,78,58,0.04,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/23/15 12:00 AM,204,79,59,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/23/15 12:00 AM,204,80,57,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/23/15 12:00 AM,204,81,61,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/23/15 12:00 AM,204,79,61,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/23/15 12:00 AM,204,80,60,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/24/15 12:00 AM,205,83,63,0.04,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/24/15 12:00 AM,205,84,64,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/24/15 12:00 AM,205,84,66,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/24/15 12:00 AM,205,83,61,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/24/15 12:00 AM,205,83,61,0.02,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/24/15 12:00 AM,205,84,63,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/24/15 12:00 AM,205,84,62,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/24/15 12:00 AM,205,83,63,0.43,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/24/15 12:00 AM,205,85,65,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/25/15 12:00 AM,206,85,68,0.56,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/25/15 12:00 AM,206,83,66,0.13,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/25/15 12:00 AM,206,83,64,0.39,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/25/15 12:00 AM,206,86,65,0.88,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/25/15 12:00 AM,206,91,64,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/25/15 12:00 AM,206,92,70,0.63,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/25/15 12:00 AM,206,84,68,0.58,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/25/15 12:00 AM,206,88,69,0.5,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/25/15 12:00 AM,206,91,69,0.05,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/26/15 12:00 AM,207,86,63,0.83,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/26/15 12:00 AM,207,89,70,0.08,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/26/15 12:00 AM,207,82,67,0.6,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/26/15 12:00 AM,207,87,67,0.18,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/26/15 12:00 AM,207,86,68,0.65,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/26/15 12:00 AM,207,87,69,0.46,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/26/15 12:00 AM,207,88,71,0.24,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/26/15 12:00 AM,207,85,66,0.74,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/26/15 12:00 AM,207,86,67,0.31,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/27/15 12:00 AM,208,86,69,0.05,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/27/15 12:00 AM,208,83,65,0.31,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/27/15 12:00 AM,208,84,67,0.16,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/27/15 12:00 AM,208,87,69,0.16,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/27/15 12:00 AM,208,87,69,0.01,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/27/15 12:00 AM,208,84,68,0.02,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/27/15 12:00 AM,208,86,70,0.43,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/27/15 12:00 AM,208,86,68,0.07,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/27/15 12:00 AM,208,84,67,0.42,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/28/15 12:00 AM,209,83,68,0.18,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/28/15 12:00 AM,209,85,69,0.15,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/28/15 12:00 AM,209,87,70,0.45,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/28/15 12:00 AM,209,81,69,0.51,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/28/15 12:00 AM,209,82,68,1.52,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/28/15 12:00 AM,209,86,72,0.14,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/28/15 12:00 AM,209,85,67,0.95,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/28/15 12:00 AM,209,80,69,0.76,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/28/15 12:00 AM,209,87,70,0.95,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/29/15 12:00 AM,210,82,69,0.82,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/29/15 12:00 AM,210,89,64,1.25,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/29/15 12:00 AM,210,81,59,0.62,0
