Row,uid_a,uid_b,decision,decided_by,note,criterion_version,name_a,name_b,type_a,type_b,cross_type,proposed,sep_m,min_sep_m,max_sep_m,hesitate,comid_a,comid_b,same_comid,on_channel,shared_days,r,median_diff,channels_a,channels_b,agree_a,agree_b,seam
172,USGS:473425095052602,USGS:473426095052401,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,604B      Bemidji Toxics Research Site  0000273836,9015      Bemidji Toxics Research Site,well,well,False,complementary,38.51,38.48,38.55,False,22324201,22324201,True,,,,,water_temp,water_temp,True,True,
173,IWQIS:WQS0005,USGS:05455500,merge,isaac,,prox100-v1,English River at Kalona (5ENGK),"English River at Kalona, IA",stream,stream,False,complementary,38.59,32.66,44.82,False,11918423,11918423,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+orthophosphate,discharge,True,True,
174,USGS:01460378,USGS:01460380,merge,isaac,,prox100-v1,D&R Ca feeder US of gate at Washington Crossing NJ,Del and Rar Ca feeder at Washington Crossing NJ,stream,stream,False,complementary,38.94,38.94,38.94,False,2590249,2590249,True,,,,,discharge,water_temp,True,True,
175,USGS:07385700,USGS:07385702,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"Bayou Teche at Keystone L&D nr St. Martinville, LA",Bayou Teche below Keystone L&D nr St. Martinville,tidal_stream,tidal_stream,False,complementary,40.82,40.82,40.82,False,15150946,15150946,True,,,,,discharge+gage_height,gage_height,True,True,
176,IWQIS:WQS0002,USGS:05454300,merge,isaac,,prox100-v1,Clear Creek at Coralville (2CCC),"Clear Creek near Coralville, IA",stream,stream,False,complementary,44.36,38.41,50.55,False,11915507,11915507,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,True,True,
177,USGS:433245092254904,USGS:433246092254801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUTR1-4   South Undrained Site Transect 1,SUPR-1    South Undrained Site Perimeter,well,well,False,complementary,44.45,44.45,44.45,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
178,IWQIS:WQS0039,USGS:05480820,merge,isaac,,prox100-v1,Boone River at Goldfield (39BRG),"Boone River near Goldfield, IA",stream,stream,False,complementary,46.12,40.16,52.31,False,6603048,6603048,True,,,,,nitrate+water_temp+turbidity_unknown,discharge+gage_height,True,True,
179,IWQIS:WQS0042,USGS:06607200,merge,isaac,,prox100-v1,Maple River at Mapleton (42MRM),"Maple River at Mapleton, IA",stream,stream,False,complementary,46.43,35.04,91.48,False,17227027,17227027,True,,,,,nitrate+water_temp+turbidity_unknown,discharge,True,True,
180,USGS:433245092254905,USGS:433246092254801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUTR1-5   South Undrained Site Transect1,SUPR-1    South Undrained Site Perimeter,well,well,False,complementary,47.61,47.61,47.61,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
181,IWQIS:WQS0063,USGS:05389000,merge,isaac,,prox100-v1,Yellow River at Ion (63YRI),"Yellow River near Ion, IA",stream,stream,False,complementary,47.88,40.35,74.74,False,13211090,13211090,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph,discharge,True,True,
182,IWQIS:WQS9904,USGS:05455500,distinct,isaac,,prox100-v1,WQS9904,"English River at Kalona, IA",stream,stream,False,complementary,49.63,43.82,55.71,False,11918423,11918423,True,,,,,nitrate+water_temp+diss_oxy+ph,discharge,True,True,
183,IWQIS:WQS0036,USGS:06898000,merge,isaac,,prox100-v1,Thompson River at Davis City (36TRDC),"Thompson River at Davis City, IA",stream,stream,False,complementary,51.92,45.18,58.72,True,5138325,5138325,True,,,,,nitrate+water_temp+turbidity_unknown,discharge+gage_height,True,True,
184,USGS:473425095052302,USGS:473426095052401,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,419C      Bemidji Toxics Research Site,9015      Bemidji Toxics Research Site,well,well,False,complementary,54.11,54.11,54.11,True,22324201,22324201,True,,,,,water_temp,water_temp,True,True,
185,USGS:04170490,USGS:04170500,distinct,isaac,,prox100-v1,"KENT LAKE NEAR NEW HUDSON, MI","HURON RIVER NEAR NEW HUDSON, MI",lake,stream,True,complementary,54.98,54.98,54.98,True,13173829,13173829,True,,,,,gage_height,discharge,False,True,
186,IWQIS:WQS0111,USGS:05389400,merge,isaac,,prox100-v1,Bloody Run Creek at Marquette (111BRCM),"Bloody Run Creek near Marquette, IA",stream,stream,False,complementary,55.75,49.96,61.77,True,13211298,13211298,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,True,True,
187,IWQIS:WQS0093,USGS:05481950,merge,isaac,,prox100-v1,Beaver Creek at Johnston (93BCJ),"Beaver Creek near Grimes, IA",stream,stream,False,complementary,57.67,50.76,64.59,True,6597304,6597304,True,,,,,water_temp+turbidity_unknown,discharge,True,False,
188,IWQIS:WQS0124,USGS:06600100,distinct,isaac,,prox100-v1,Floyd River at Alton (WQS 124FRA),"Floyd River at Alton, IA",stream,stream,False,complementary,59.48,55.41,63.85,True,940230078,17241960,False,,,,,nitrate,discharge,False,True,
189,USGS:464110092531401,USGS:464112092531401,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,CWO1-A    Cromwell Far Nest             0000773071,CWO2-A    Cromwell Near Nest            0000773068,well,well,False,complementary,61.54,61.54,61.54,True,4839128,4839128,True,,,,,water_temp,water_temp,True,True,
190,USGS:464110092531401,USGS:464112092531404,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,CWO1-A    Cromwell Far Nest             0000773071,CWO2-D    Cromwell Near Nest            0000773065,well,well,False,complementary,61.54,61.54,61.54,True,4839128,4839128,True,,,,,water_temp,water_temp,True,True,
191,USGS:464110092531402,USGS:464112092531401,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,CWO1-B    Cromwell Far Nest             0000773070,CWO2-A    Cromwell Near Nest            0000773068,well,well,False,complementary,61.54,61.54,61.54,True,4839128,4839128,True,,,,,water_temp,water_temp,True,True,
192,USGS:464110092531402,USGS:464112092531404,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,CWO1-B    Cromwell Far Nest             0000773070,CWO2-D    Cromwell Near Nest            0000773065,well,well,False,complementary,61.54,61.54,61.54,True,4839128,4839128,True,,,,,water_temp,water_temp,True,True,
193,USGS:464110092531403,USGS:464112092531401,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,CWO1-C    Cromwell Far Nest             0000773069,CWO2-A    Cromwell Near Nest            0000773068,well,well,False,complementary,61.54,61.54,61.54,True,4839128,4839128,True,,,,,water_temp,water_temp,True,True,
194,USGS:464110092531403,USGS:464112092531404,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,CWO1-C    Cromwell Far Nest             0000773069,CWO2-D    Cromwell Near Nest            0000773065,well,well,False,complementary,61.54,61.54,61.54,True,4839128,4839128,True,,,,,water_temp,water_temp,True,True,
195,IWQIS:WQS0067,USGS:06483500,merge,isaac,,prox100-v1,Rock River at Rock Valley (67RRRV),"Rock River near Rock Valley, IA",stream,stream,False,complementary,61.8,54.96,68.64,True,7242913,7242913,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown,discharge,True,True,
196,USGS:06610685,USGS:410704095524301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"Offutt Ditch (Bellevue Drain) nr Offutt AFB, Nebr.","Base Lake at Offutt AFB nr Bellevue, Nebr.",stream,lake,True,complementary,62.15,62.15,62.15,True,940230021,940230021,True,,,,,gage_height,gage_height,True,False,
197,IWQIS:WQS0061,USGS:06608500,merge,isaac,,prox100-v1,Soldier River at Pisgah (61SRP),"Soldier River at Pisgah, IA",stream,stream,False,complementary,62.55,57.41,68.06,True,17246982,17246982,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown,discharge,False,False,
198,USGS:450542093105508,USGS:450542093105809,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS2-MW8   TCAAP Site K,GS3-MW4   TCAAP Site K,well,well,False,complementary,63.16,63.16,63.16,True,937010716,937010716,True,,,,,water_temp,water_temp+spec_cond,False,False,
199,USGS:433247092260706,USGS:433249092260801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-5    South Drained Site Transect 1,SPR-2     South Drained Site Perimeter,well,well,False,complementary,65.55,65.55,65.55,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
200,USGS:433244092255002,USGS:433246092255001,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUPR-4    South Undrained Site Perimeter,SUPR-2    South Undrained Site Perimeter,well,well,False,complementary,66.68,66.68,66.68,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
201,IWQIS:WQS0126,USGS:05420680,merge,isaac,,prox100-v1,Wapsipinicon River at Tripoli (WQS 126WRT),"Wapsipinicon River near Tripoli, IA",stream,stream,False,complementary,66.78,57.12,76.51,True,6949292,6949292,True,,,,,nitrate,discharge,True,True,
202,USGS:433247092260705,USGS:433249092260801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-4    South Drained Site Transect 1,SPR-2     South Drained Site Perimeter,well,well,False,complementary,67.17,67.17,67.17,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
203,USGS:450542093105508,USGS:450542093105813,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS2-MW8   TCAAP Site K,GS3-MW8   TCAAP Site K,well,well,False,complementary,67.53,67.53,67.53,True,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
204,IWQIS:WQS0007,USGS:05465000,merge,isaac,,prox100-v1,Cedar River at Conesville (7CRC),"Cedar River near Conesville, IA",stream,stream,False,complementary,68.14,62.57,73.87,True,17557695,17557695,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,True,True,
205,USGS:04037400,USGS:04037500,distinct,isaac,,prox100-v1,"CISCO LAKE NEAR WATERSMEET, MI","CISCO BRANCH ONTONAGON R AT CISCO LAKE OUTLET, MI",lake,stream,True,complementary,70.68,70.68,70.68,True,11952111,11952111,True,,,,,gage_height,discharge,True,True,
206,USGS:433247092260701,USGS:433249092260501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-1    South Drained Site Transect 1,SPR-4     South Drained Site Perimeter,well,well,False,complementary,71.59,71.59,71.59,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
207,USGS:433247092260702,USGS:433249092260801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-2    South Drained Site Transect 1,SPR-2     South Drained Site Perimeter,well,well,False,complementary,71.96,71.96,71.96,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
208,MPCA:33091003,USGS:05327000,distinct,isaac,,prox100-v1,"High Island Creek nr Henderson, CSAH6","HIGH ISLAND CREEK NEAR HENDERSON, MN",stream,stream,False,complementary,72.05,71.93,72.17,True,2386438,2386438,True,,,,,nitrate,discharge,True,True,
209,USGS:433249092260501,USGS:433249092260801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-4     South Drained Site Perimeter,SPR-2     South Drained Site Perimeter,well,well,False,complementary,72.67,72.67,72.67,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
210,USGS:450542093105506,USGS:450542093105813,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS2-MW4   TCAAP Site K,GS3-MW8   TCAAP Site K,well,well,False,complementary,72.8,72.8,72.8,True,937010716,937010716,True,,,,,water_temp+spec_cond,water_temp,False,False,
211,USGS:433247092260701,USGS:433249092260801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-1    South Drained Site Transect 1,SPR-2     South Drained Site Perimeter,well,well,False,complementary,74.02,74.02,74.02,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
212,USGS:433247092260702,USGS:433249092260501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-2    South Drained Site Transect 1,SPR-4     South Drained Site Perimeter,well,well,False,complementary,74.44,74.44,74.44,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
213,USGS:055451345,USGS:423525088260400,distinct,isaac,,prox100-v1,"WHITE RIVER AT CENTER STREET AT LAKE GENEVA, WI","GENEVA LAKE AT LAKE GENEVA, WI",stream,lake,True,complementary,74.73,74.73,74.73,True,14768740,14768740,True,,,,,discharge,gage_height,True,True,
214,USGS:473425095052602,USGS:473426095052305,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,604B      Bemidji Toxics Research Site  0000273836,533E      Bemidji Toxics Research Site,well,well,False,complementary,74.85,74.81,74.88,True,22324201,22324201,True,,,,,water_temp,water_temp+spec_cond,True,True,
215,USGS:433240092260501,USGS:433243092260601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SSAD      South Site Agri Drain,STR2-1    South Drained Site Transect 2,groundwater,well,True,complementary,75.91,75.91,75.91,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
216,USGS:433240092260501,USGS:433243092260602,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SSAD      South Site Agri Drain,STR2-2    South Drained Site Transect 2,groundwater,well,True,complementary,76.53,76.53,76.53,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
217,IWQIS:WQS0100,USGS:05484800,distinct,isaac,,prox100-v1,Walnut Creek at Des Moines (100WCDM),"Walnut Creek at Des Moines, IA",stream,stream,False,complementary,76.93,70.76,83.23,True,6609844,6609844,True,,,,,water_temp+turbidity_unknown,discharge,True,True,
218,USGS:433240092260501,USGS:433243092260604,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SSAD      South Site Agri Drain,STR2-3B   South Drained Site Transect 2,groundwater,well,True,complementary,77.38,77.38,77.38,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
219,USGS:433240092260501,USGS:433243092260603,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SSAD      South Site Agri Drain,STR2-3A   South Drained Site Transect 2,groundwater,well,True,complementary,77.68,77.68,77.68,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
220,USGS:450542093105809,USGS:450543093105501,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS3-MW4   TCAAP Site K,OW109U1R  TCAAP Site 01U609R           0000773090,well,well,False,complementary,77.87,77.87,77.87,True,937010716,937010716,True,,,,,water_temp+spec_cond,water_temp,False,False,
221,USGS:433242092260901,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1A    South Drained Site Perimeter,STR2-5    South Drained Site Transect 2,well,well,False,complementary,78.0,78.0,78.0,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
222,MPCA:15031001,USGS:05268700,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"Little Rock Creek nr Rice, CSAH12","LITTLE ROCK CREEK AT RICE, MN",stream,stream,False,complementary,78.01,77.58,78.45,True,4973323,4973323,True,,,,,nitrate+discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,gage_height+water_temp,True,True,
223,USGS:433240092260601,USGS:433243092260601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-5     South Drained Site Perimeter,STR2-1    South Drained Site Transect 2,well,well,False,complementary,78.27,78.27,78.27,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
224,USGS:433242092260902,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1B    South Drained Site Perimeter,STR2-5    South Drained Site Transect 2,well,well,False,complementary,78.93,78.93,78.93,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
225,USGS:433531092265306,USGS:433533092264901,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-5    North Drained Site Transect 3,NPR-1     North Drained Site Perimeter,well,well,False,complementary,78.99,78.99,78.99,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
226,USGS:433240092260501,USGS:433243092260605,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SSAD      South Site Agri Drain,STR2-4    South Drained Site Transect 2,groundwater,well,True,complementary,79.34,79.34,79.34,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
227,USGS:433240092260601,USGS:433243092260602,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-5     South Drained Site Perimeter,STR2-2    South Drained Site Transect 2,well,well,False,complementary,79.89,79.89,79.89,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
228,IWQIS:WQS9903,USGS:05465000,distinct,isaac,,prox100-v1,WQS9903,"Cedar River near Conesville, IA",stream,stream,False,complementary,80.52,74.22,86.93,True,17557695,17557695,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph,discharge,True,True,
229,USGS:433240092260501,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SSAD      South Site Agri Drain,STR2-5    South Drained Site Transect 2,groundwater,well,True,complementary,80.74,80.74,80.74,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
230,USGS:433244092255002,USGS:433246092254801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUPR-4    South Undrained Site Perimeter,SUPR-1    South Undrained Site Perimeter,well,well,False,complementary,81.4,81.4,81.4,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
231,USGS:433240092260601,USGS:433243092260604,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-5     South Drained Site Perimeter,STR2-3B   South Drained Site Transect 2,well,well,False,complementary,81.81,81.81,81.81,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
232,USGS:433247092260705,USGS:433249092260501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-4    South Drained Site Transect 1,SPR-4     South Drained Site Perimeter,well,well,False,complementary,81.83,81.83,81.83,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
233,USGS:433240092260601,USGS:433243092260603,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-5     South Drained Site Perimeter,STR2-3A   South Drained Site Transect 2,well,well,False,complementary,82.1,82.1,82.1,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
234,USGS:450542093105813,USGS:450543093105501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS3-MW8   TCAAP Site K,OW109U1R  TCAAP Site 01U609R           0000773090,well,well,False,complementary,82.17,82.17,82.17,True,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
235,USGS:433242092260901,USGS:433243092260605,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1A    South Drained Site Perimeter,STR2-4    South Drained Site Transect 2,well,well,False,complementary,82.59,82.59,82.59,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
236,USGS:433531092265304,USGS:433533092264901,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-3B   North Drained Site Transect 3,NPR-1     North Drained Site Perimeter,well,well,False,complementary,83.07,83.07,83.07,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
237,USGS:433531092265303,USGS:433533092264901,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-3A   North Drained Site Transect 3,NPR-1     North Drained Site Perimeter,well,well,False,complementary,83.49,83.49,83.49,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
238,USGS:433242092260902,USGS:433243092260605,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1B    South Drained Site Perimeter,STR2-4    South Drained Site Transect 2,well,well,False,complementary,83.52,83.52,83.52,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
239,USGS:433240092260601,USGS:433243092260605,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-5     South Drained Site Perimeter,STR2-4    South Drained Site Transect 2,well,well,False,complementary,84.78,84.78,84.78,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
240,USGS:433247092260706,USGS:433249092260501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-5    South Drained Site Transect 1,SPR-4     South Drained Site Perimeter,well,well,False,complementary,85.02,85.02,85.02,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
241,IWQIS:WQS0043,USGS:06600500,merge,isaac,,prox100-v1,Floyd River at James (43FRJ),"Floyd River at James, IA",stream,stream,False,complementary,85.22,81.11,89.59,True,17240094,17240094,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown,discharge+gage_height,True,True,
242,USGS:433528092265108,USGS:433531092265301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-5    North Drained Site Transect 2,NTR3-1    North Drained Site Transect 3,well,well,False,complementary,85.77,85.77,85.77,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
243,IWQIS:WQS0041,USGS:06607500,distinct,isaac,,prox100-v1,Little Sioux River at Turin (41LSRT),"Little Sioux River near Turin, IA",ditch,stream,True,complementary,86.8,81.91,91.99,True,14626246,14626246,True,,,,,nitrate,discharge,False,False,
244,USGS:433240092260601,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-5     South Drained Site Perimeter,STR2-5    South Drained Site Transect 2,well,well,False,complementary,86.99,86.99,86.99,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
245,USGS:450542093105401,USGS:450542093105809,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,GS3-MW4   TCAAP Site K,well,well,False,complementary,87.82,87.82,87.82,True,937010716,937010716,True,,,,,water_temp,water_temp+spec_cond,False,False,
246,USGS:433242092260901,USGS:433243092260604,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1A    South Drained Site Perimeter,STR2-3B   South Drained Site Transect 2,well,well,False,complementary,87.93,87.93,87.93,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
247,USGS:433242092260901,USGS:433243092260603,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1A    South Drained Site Perimeter,STR2-3A   South Drained Site Transect 2,well,well,False,complementary,88.08,88.08,88.08,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
248,USGS:433531092265301,USGS:433533092264901,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-1    North Drained Site Transect 3,NPR-1     North Drained Site Perimeter,well,well,False,complementary,88.17,88.17,88.17,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
249,USGS:433242092260902,USGS:433243092260604,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1B    South Drained Site Perimeter,STR2-3B   South Drained Site Transect 2,well,well,False,complementary,88.87,88.87,88.87,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
250,USGS:433242092260902,USGS:433243092260603,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1B    South Drained Site Perimeter,STR2-3A   South Drained Site Transect 2,well,well,False,complementary,89.01,89.01,89.01,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
251,USGS:433528092265107,USGS:433531092265301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-4    North Drained Site Transect 2,NTR3-1    North Drained Site Transect 3,well,well,False,complementary,90.13,90.13,90.13,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
252,USGS:473425095052302,USGS:473425095052602,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,419C      Bemidji Toxics Research Site,604B      Bemidji Toxics Research Site  0000273836,well,well,False,complementary,91.77,91.73,91.81,True,22324201,22324201,True,,,,,water_temp,water_temp,True,True,
253,USGS:450542093105813,USGS:450543093105407,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS3-MW8   TCAAP Site K,GS1-MW8   TCAAP Site K,well,well,False,complementary,91.95,91.95,91.95,True,937010716,937010716,True,,,,,water_temp,water_temp+spec_cond,False,False,
254,USGS:450542093105401,USGS:450542093105813,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,GS3-MW8   TCAAP Site K,well,well,False,complementary,92.19,92.19,92.19,True,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
255,USGS:450542093105809,USGS:450543093105306,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS3-MW4   TCAAP Site K,GS1-MW4   TCAAP Site K,well,well,False,complementary,93.04,93.04,93.04,True,937010716,937010716,True,,,,,water_temp+spec_cond,water_temp,False,False,
256,USGS:05549500,USGS:05549501,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"FOX RIVER NEAR MCHENRY, IL","FOX RIVER (TAILWATER) NEAR MCHENRY, IL",stream,stream,False,complementary,93.18,93.18,93.18,True,14771660,14771660,True,,,,,gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+fchl+fpc,gage_height,False,True,
257,USGS:433242092260901,USGS:433243092260602,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1A    South Drained Site Perimeter,STR2-2    South Drained Site Transect 2,well,well,False,complementary,93.46,93.46,93.46,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
258,USGS:433242092260902,USGS:433243092260602,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1B    South Drained Site Perimeter,STR2-2    South Drained Site Transect 2,well,well,False,complementary,94.4,94.4,94.4,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
259,IWQIS:WQS0120,USGS:06809210,merge,isaac,,prox100-v1,East Nishnabotna at Atlantic (WQS 120 ENRA),"East Nishnabotna River near Atlantic, IA",stream,stream,False,complementary,94.57,52.78,176.6,True,19166273,19166273,True,,,,,nitrate+water_temp,discharge,True,True,
260,USGS:433528092265104,USGS:433531092265301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-3B   North Drained Site Transect 2,NTR3-1    North Drained Site Transect 3,well,well,False,complementary,95.2,95.2,95.2,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
